Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off,,,,,
Landing,Birmingham,Real Estate,,,12/14/2022 0:00,https://www.al.com/business/2022/12/birmingham-tech-firm-landing-has-second-round-of-layoffs.html,347,Series C,12/15/2022 2:10,United States,Unknown,,,,,
Thumbtack,SF Bay Area,Consumer,160,0.14,12/13/2022 0:00,Internal memo,698,Series I,12/13/2022 20:12,United States,Unknown,,,,,
Edgio,Phoenix,Infrastructure,95,0.1,12/13/2022 0:00,https://www.marketscreener.com/amp/quote/stock/EDGIO-INC-52799/news/EDGIO-INC-Costs-Associated-with-Exit-or-Disposal-Activities-Change-in-Directors-or-Principal-Of-42549605/,462,Post-IPO,12/15/2022 2:14,United States,Unknown,,,,,
Komodo Health,SF Bay Area,Healthcare,78,0.09,12/13/2022 0:00,https://techcrunch.com/2022/12/13/komodo-health-once-tipped-for-a-looming-ipo-has-cut-staff-as-cfo-departs/,514,Series E,12/13/2022 20:11,United States,Unknown,,,,,
Viant,Los Angeles,Marketing,46,0.13,12/13/2022 0:00,https://www.businessinsider.com/viant-lay-off-13-percent-of-workforce-2022-12,,Post-IPO,12/21/2022 19:35,United States,Unknown,,,,,
TaxBit,Salt Lake City,Crypto,,,12/13/2022 0:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,235,Series B,12/18/2022 4:07,United States,Unknown,,,,,
Pluralsight,Salt Lake City,Education,400,0.2,12-12-2022 00:00,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192,Acquired,12-12-2022 22:08,United States,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0,,,,,
Freshly,Phoenix,Food,329,,12-12-2022 00:00,https://mouthbysouthwest.com/2022/12/12/phoenix-born-freshly-is-laying-off-329-local-workers-in-strategy-shift/,107,Acquired,12/14/2022 17:57,United States,Unknown,,,,,
Balto,St. Louis,Sales,35,,12-12-2022 00:00,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,51,Series B,12/13/2022 20:08,United States,Unknown,,,,,
Caribou,Washington D.C.,Finance,,,12-12-2022 00:00,https://coverager.com/layoffs-at-caribou/,189,Series C,01-12-2023 15:38,United States,Unknown,,,,,
Outschool,SF Bay Area,Education,43,0.25,12-10-2022 00:00,https://techcrunch.com/2022/12/10/some-of-edtech-boldest-are-struggling/,240,Series D,12/13/2022 20:07,United States,Unknown,,,,,
Autobooks,Detroit,Finance,,,12-10-2022 00:00,https://www.crainsdetroit.com/technology/fintech-startup-autobooks-lays-workers,97,Series C,12-11-2022 03:36,United States,Unknown,,,,,
Convene,New York City,Real Estate,,,12-10-2022 00:00,https://www.linkedin.com/posts/ryan-simonetti-5873887_like-many-companies-weve-had-to-reassess-activity-7007097001259507712-ZpTF/,281,Unknown,12/13/2022 20:05,United States,Unknown,,,,,
C2FO,Kansas City,Finance,20,0.02,12-09-2022 00:00,https://www.bizjournals.com/kansascity/news/2022/12/09/c2fo-layoff-recession-efficiency-profitability.html,537,Series H,12-11-2022 05:58,United States,Unknown,,,,,
N-able Technologies,Raleigh,Other,,,12-09-2022 00:00,Unknown,225,Post-IPO,12-09-2022 22:12,United States,Unknown,,,,,
ZenLedger,Seattle,Crypto,,0.1,12-09-2022 00:00,https://blockworks.co/news/another-crypto-tax-software-startup-is-laying-off-staffers,25,Series B,12-11-2022 05:56,United States,Unknown,,,,,
Airtable,SF Bay Area,Product,254,0.2,12-08-2022 00:00,https://techcrunch.com/2022/12/08/airtable-layoffs/,1400,Series F,12-08-2022 17:48,United States,Unknown,,,,,
BlackLine,Los Angeles,Finance,95,0.05,12-08-2022 00:00,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,220,Private Equity,12-11-2022 06:15,United States,Unknown,,,,,
TechTarget,Boston,Marketing,60,0.05,12-08-2022 00:00,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,Post-IPO,12-11-2022 06:02,United States,Unknown,,,,,
Inscripta,Boulder,Healthcare,43,,12-08-2022 00:00,https://www.genomeweb.com/business-news/inscripta-lays-dozens-closes-colorado-headquarters-san-diego-office#.Y5JvGOzMK8A,459,Series E,12-09-2022 05:02,United States,Unknown,,,,,
CyCognito,SF Bay Area,Security,30,0.15,12-08-2022 00:00,https://www.calcalistech.com/ctechnews/article/h1suse100s,153,Series C,12-09-2022 05:03,United States,Unknown,,,,,
Armis,SF Bay Area,Security,25,0.04,12-08-2022 00:00,https://www.calcalistech.com/ctechnews/article/by6mtcjuo,537,Private Equity,12-11-2022 03:35,United States,Unknown,,,,,
Bakkt,Atlanta,Crypto,,0.15,12-08-2022 00:00,https://bakkt.com/newsroom/a-note-from-gavin-michael-to-bakkt-employees-bakkt,932,Post-IPO,12-11-2022 03:37,United States,Unknown,,,,,
Blue Apron,New York City,Food,,0.1,12-08-2022 00:00,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,352,Post-IPO,12-08-2022 17:06,United States,Unknown,,,,,
FireHydrant,New York City,Infrastructure,,,12-08-2022 00:00,https://www.linkedin.com/posts/bobby-tables_today-weve-made-major-changes-at-firehydrant-activity-7006723101807763456-dU8s/,32,Series B,12-11-2022 06:13,United States,Unknown,,,,,
Lenovo,Raleigh,Hardware,,,12-08-2022 00:00,https://wraltechwire.com/2022/12/09/blindsided-lenovo-confirms-layoffs-but-denies-report-of-10-cuts/,850,Post-IPO,12/30/2022 15:55,United States,Unknown,,,,,
Nerdy,St. Louis,Education,,0.17,12-08-2022 00:00,https://www.bizjournals.com/stlouis/news/2022/12/08/online-tutoring-firm-nerdy-slashes.html,150,Post-IPO,12-11-2022 06:08,United States,Unknown,,,,,
Vanta,SF Bay Area,Security,,0.14,12-08-2022 00:00,LinkedIn,203,Series B,12-11-2022 03:32,United States,Unknown,,,,,
Plaid,SF Bay Area,Finance,260,0.2,12-07-2022 00:00,https://techcrunch.com/2022/12/07/plaid-layoff-fintech/,734,Series D,12-07-2022 16:22,United States,https://docs.google.com/spreadsheets/d/1Tqw-IuLmMZJMvKkzH9ouq4ulDp0LEC6azKXtjh9ulpU/edit,,,,,
Motive,SF Bay Area,Transportation,237,0.06,12-07-2022 00:00,https://gomotive.com/blog/shoaib-makanis-message-to-employees/,567,Series F,12-08-2022 06:21,United States,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-99jxJLo_tUHWQboamwf6yvRKUh0HCLWLWbjzbkZOWQcRzituc7D7K7wyATgOazFDtcBLSMPiKNWG/pubhtml,,,,,
Recur Forever,Miami,Crypto,235,,12-07-2022 00:00,https://www.classaction.org/news/recur-forever-laid-off-workers-without-proper-notice-class-action-says,55,Series A,1/20/2023 1:01,United States,Unknown,,,,,
Relativity,Chicago,Legal,150,0.1,12-07-2022 00:00,https://www.chicagobusiness.com/technology/software-firm-relativity-cuts-10-staff,125,Private Equity,12-08-2022 06:22,United States,Unknown,,,,,
Voi,Stockholm,Transportation,130,0.13,12-07-2022 00:00,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,515,Series D,12-08-2022 06:24,United States,Unknown,,,,,
Integral Ad Science,New York City,Marketing,120,0.13,12-07-2022 00:00,https://investors.integralads.com/node/7871/html,116,Acquired,12-08-2022 06:23,United States,Unknown,,,,,
Houzz,SF Bay Area,Consumer,95,0.08,12-07-2022 00:00,https://en.globes.co.il/en/article-houzz-lays-off-100-in-us-and-israel-1001433310,613,Series E,12/21/2022 16:16,United States,Unknown,,,,,
Grover,Berlin,Retail,40,0.1,12-07-2022 00:00,https://www.businessinsider.de/gruenderszene/business/entlassungen-bei-berliner-neu-unicorn-grover/?fbclid=IwAR3o2sB8MmcX3_y8HaAeRqIUU2T8YNYokRDZz5Nxkr0BjzhYRs84fR2hrW8,2300,Unknown,12-07-2022 19:18,United States,Unknown,,,,,
Lev,New York City,Real Estate,30,0.3,12-07-2022 00:00,https://therealdeal.com/2022/12/07/cre-finance-platform-lev-lays-off-chunk-of-staff/,114,Series B,12-11-2022 06:19,United States,Unknown,,,,,
Lithic,New York City,Finance,27,0.18,12-07-2022 00:00,https://www.axios.com/pro/fintech-deals/2022/12/07/fintech-lithic-lays-off-27,115,Series C,12-09-2022 00:46,United States,Unknown,,,,,
CircleCI,SF Bay Area,Product,,0.17,12-07-2022 00:00,https://circleci.com/blog/ceo-jim-rose-email-to-circleci-employees/,315,Series F,12-07-2022 21:47,United States,https://docs.google.com/spreadsheets/d/1A_1uk6qP_a0C2bwKcvV7G-meypWCgW-giK9O2UG8p_k/edit,,,,,
Zywave,Milwaukee,Finance,,,12-07-2022 00:00,https://www.bizjournals.com/milwaukee/news/2022/12/07/zywave-layoffs-growth-slows.html,,Acquired,12-09-2022 05:09,United States,Unknown,,,,,
Doma,SF Bay Area,Finance,515,0.4,12-06-2022 00:00,https://investor.doma.com/node/8161/html,679,Post-IPO,12-07-2022 06:21,United States,Unknown,,,,,
Intel,SF Bay Area,Hardware,201,,12-06-2022 00:00,https://www.crn.com/news/computing/intel-begins-layoffs-in-california-voluntary-unpaid-leave-program,12,Post-IPO,12/30/2022 15:57,United States,Unknown,,,,,
BuzzFeed,New York City,Media,180,0.12,12-06-2022 00:00,https://variety.com/2022/digital/news/buzzfeed-layoffs-12-percent-employees-1235451552/,696,Post-IPO,12-06-2022 18:40,United States,Unknown,,,,,
Weedmaps,Los Angeles,Other,175,0.25,12-06-2022 00:00,https://www.businessinsider.com/weedmaps-cannabis-company-layoffs-cutting-workforce-2022-12,,Acquired,12-07-2022 06:29,United States,Unknown,,,,,
Adobe,SF Bay Area,Marketing,100,,12-06-2022 00:00,https://www.bloomberg.com/news/articles/2022-12-06/adobe-cuts-100-jobs-concentrated-in-sales-as-tech-tightens-belt,2,Post-IPO,12-07-2022 06:30,United States,Unknown,,,,,
Chipper Cash,SF Bay Area,Finance,50,0.125,12-06-2022 00:00,https://techcrunch.com/2022/12/06/african-fintech-unicorn-chipper-cash-lays-off-about-12-5-of-staff/,302,Series C,12-07-2022 02:37,United States,Unknown,,,,,
Stash,New York City,Finance,32,0.08,12-06-2022 00:00,https://lp.stash.com/news/saying-goodbye-to-some-of-our-colleagues-and-looking-towards-the-future/,480,Unknown,12-07-2022 02:38,United States,Unknown,,,,,
Filevine,Salt Lake City,Legal,,,12-06-2022 00:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,226,Series D,12/18/2022 4:06,United States,Unknown,,,,,
Nextiva,Phoenix,Other,,0.17,12-06-2022 00:00,https://www.channelfutures.com/business-models/nextiva-layoffs-impact-17-of-workforce-including-partner-development-leader-hilary-gadda,200,Private Equity,12-07-2022 06:32,United States,Unknown,,,,,
OneStudyTeam,Boston,Healthcare,,0.25,12-06-2022 00:00,https://www.mobihealthnews.com/news/onestudyteam-lays-about-quarter-its-workforce,479,Series D,12-07-2022 06:37,United States,Unknown,,,,,
Zuora,SF Bay Area,Finance,,0.11,12-06-2022 00:00,https://www.morningstar.com/news/marketwatch/20221206496/zuora-beats-on-earnings-but-misses-on-outlook-while-announcing-layoffs,647,Post-IPO,12-07-2022 06:26,United States,Unknown,,,,,
Aqua Security,Boston,Security,65,0.1,12-05-2022 00:00,https://www.calcalistech.com/ctechnews/article/s1uxohjvs,265,Series E,12-06-2022 18:42,United States,Unknown,,,,,
Elemy,SF Bay Area,Healthcare,,,12-05-2022 00:00,https://bhbusiness.com/2022/12/05/elemy-lays-off-staff-as-it-winds-down-direct-care-for-platform-business/,323,Series B,12-06-2022 04:48,United States,Unknown,,,,,
Route,Lehi,Retail,,,12-05-2022 00:00,https://www.sltrib.com/news/2022/12/06/2-more-utah-tech-companies-each/,481,Unknown,12-07-2022 06:34,United States,Unknown,,,,,
Polly,Burlington,Finance,47,0.15,12-02-2022 00:00,https://vtdigger.org/2022/12/02/williston-based-insurance-tech-startup-polly-lays-off-47-employees/,184,Series C,12-04-2022 23:10,United States,Unknown,,,,,
Homebound,SF Bay Area,Real Estate,,,12-02-2022 00:00,Internal memo,128,Unknown,12-03-2022 05:20,United States,https://docs.google.com/spreadsheets/d/1NzI8n_koEsySNJieJfRbcsvMZ9YzXPS-JKo3O0jWhRA/edit#gid=0,,,,,
Lora DiCarlo,Bend,Consumer,,1,12-02-2022 00:00,https://techcrunch.com/2022/12/02/looks-like-sextech-startup-lora-dicarlo-is-done-for/,9,Unknown,12-04-2022 23:09,United States,Unknown,,,,,
Bizzabo,New York City,Marketing,100,0.37,12-01-2022 00:00,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,194,Series E,12-03-2022 04:57,United States,Unknown,,,,,
BloomTech,SF Bay Area,Education,88,0.5,12-01-2022 00:00,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,,Unknown,12-01-2022 22:20,United States,Unknown,,,,,
Netlify,SF Bay Area,Product,48,0.16,12-01-2022 00:00,Internal memo,212,Series D,12-08-2022 17:03,United States,Unknown,,,,,
Springbig,Miami,Sales,37,0.23,12-01-2022 00:00,https://mjbizdaily.com/marijuana-software-firm-springbig-laying-off-nearly-25-percent-of-workforce/,32,Post-IPO,12/19/2022 16:44,United States,Unknown,,,,,
Podium,Lehi,Support,,0.12,12-01-2022 00:00,https://www.businessinsider.com/podium-layoffs-customer-management-startup-2022-12,419,Series D,12-01-2022 22:19,United States,Unknown,,,,,
SQZ Biotech,Boston,Healthcare,,0.6,12-01-2022 00:00,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,229,Post-IPO,12-11-2022 06:21,United States,Unknown,,,,,
Strava,SF Bay Area,Fitness,,0.14,12-01-2022 00:00,https://www.bicycleretailer.com/industry-news/2022/12/05/layoffs-affect-about-15-staff-strava#.Y5Jcu-zMK8A,151,Series F,12-04-2022 22:56,United States,https://docs.google.com/spreadsheets/u/1/d/e/2PACX-1vSm6vCc5Qlyt_RGpugfuvSFlnMjj0C2jU6JwZhc2CNhEuet88bbcDwmRu07eocW0QI9YITWPhNcQ7UO/pubhtml,,,,,
Synlogic,Boston,Healthcare,,0.25,12-01-2022 00:00,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,321,Post-IPO,12-11-2022 06:21,United States,Unknown,,,,,
DoorDash,SF Bay Area,Food,1250,0.06,11/30/2022 0:00,https://www.reuters.com/business/retail-consumer/doordash-cuts-1250-jobs-an-effort-rein-expenses-2022-11-30/,2500,Post-IPO,11/30/2022 15:21,United States,https://docs.google.com/spreadsheets/d/1fsgEbzAo9Fgy-v7J_KGIaJxuzEBQfgBKC097tgvr_pY/edit#gid=383975823,,,,,
Kraken,SF Bay Area,Crypto,1100,0.3,11/30/2022 0:00,https://blog.kraken.com/post/16442/business-update/,134,Unknown,11/30/2022 16:37,United States,Unknown,,,,,
Happy Money,Los Angeles,Finance,158,0.34,11/30/2022 0:00,Internal memo,191,Series D,12-01-2022 22:00,United States,Unknown,,,,,
Wonder,New York City,Food,130,0.07,11/30/2022 0:00,https://www.theinformation.com/articles/marc-lores-kitchen-on-wheels-startup-cuts-staff-dials-back-delivery-ambitions,850,Series B,12-01-2022 06:37,United States,Unknown,,,,,
Grin,Sacramento,Marketing,60,0.13,11/30/2022 0:00,https://www.theinformation.com/briefings/influencer-marketing-startup-grin-lays-off-60-employees,145,Series B,12-03-2022 04:59,United States,Unknown,,,,,
Elastic,SF Bay Area,Data,,0.13,11/30/2022 0:00,https://www.elastic.co/blog/ceo-ash-kulkarni-email-to-elastic-employees,162,Post-IPO,12-01-2022 06:23,United States,Unknown,,,,,
Motional,Boston,Transportation,,,11/30/2022 0:00,https://techcrunch.com/2022/12/01/hyundai-aptiv-backed-av-startup-motional-cuts-workforce/,,Unknown,12-03-2022 05:00,United States,Unknown,,,,,
Pinterest,SF Bay Area,Consumer,,,11/30/2022 0:00,https://www.theinformation.com/briefings/pinterest-cuts-recruiting-team-slows-hiring,1500,Post-IPO,12-01-2022 22:22,United States,Unknown,,,,,
Sana,Seattle,Healthcare,,0.15,11/30/2022 0:00,https://www.fiercebiotech.com/biotech/sana-lays-15-trims-pipeline-keep-funding-flowing-shelf-car-ts,700,Series A,01-06-2023 01:46,United States,Unknown,,,,,
Venafi,Salt Lake City,Security,,,11/30/2022 0:00,https://www.axios.com/local/salt-lake-city/2022/12/15/utah-tech-layoffs-silicon-slopes-losing-workers,167,Acquired,12/18/2022 4:10,United States,Unknown,,,,,
Bitfront,SF Bay Area,Crypto,,1,11/29/2022 0:00,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,,Unknown,11/30/2022 5:54,United States,Unknown,,,,,
Codexis,SF Bay Area,Healthcare,,0.18,11/29/2022 0:00,https://www.codexis.com/investors/news-events/press-releases/detail/342/codexis-provides-update-on-prioritized-corporate-strategy,162,Post-IPO,11/30/2022 6:17,United States,Unknown,,,,,
Firework,SF Bay Area,Retail,,0.1,11/29/2022 0:00,https://www.theinformation.com/articles/live-shopping-startup-firework-lays-off-10-of-staff,269,Series B,12-01-2022 06:36,United States,Unknown,,,,,
Proton.ai,Boston,Sales,,,11/29/2022 0:00,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0,20,Series A,12-03-2022 05:13,United States,https://docs.google.com/spreadsheets/d/15EHi8nTiILQk6xztU5LSIcuUm-XhRQm52U-GNvPGrWg/edit#gid=0,,,,,
Candy Digital,New York City,Crypto,33,0.33,11/28/2022 0:00,https://decrypt.co/115811/gary-vee-sports-nft-candy-digital-mass-layoffs,100,Series A,11/29/2022 4:24,United States,Unknown,,,,,
BlockFi,New York City,Crypto,,1,11/28/2022 0:00,https://decrypt.co/115744/crypto-lender-blockfi-files-bankruptcy-ftx-contagion-claims-another,1000,Series E,11/30/2022 6:05,United States,Unknown,,,,,
Inspectify,Seattle,Real Estate,,,11/28/2022 0:00,https://www.bizjournals.com/seattle/news/2022/11/28/inspectify-layoffs-seattle-real-estate-tech.html,11,Series A,11/30/2022 6:10,United States,Unknown,,,,,
NCX,SF Bay Area,Energy,,0.4,11/28/2022 0:00,https://ncx.com/learning-hub/an-update-from-ncx-co-founders-zack-parisa-and-max-nova/,78,Series B,12-01-2022 06:22,United States,Unknown,,,,,
Assure,Salt Lake City,Finance,,1,11/23/2022 0:00,https://www.axios.com/2022/11/23/assure-shutdown-fintech-startup-investing,2,Seed,11/25/2022 4:07,United States,Unknown,,,,,
Western Digital,SF Bay Area,Hardware,251,,11/22/2022 0:00,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,900,Post-IPO,2/13/2023 17:50,United States,Unknown,,,,,
Natera,SF Bay Area,Healthcare,,,11/22/2022 0:00,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,809,Post-IPO,11/29/2022 4:18,United States,Unknown,,,,,
Kitopi,Dubai,Food,93,0.1,11/21/2022 0:00,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,804,Series C,11/23/2022 4:32,United States,Unknown,,,,,
Devo,Boston,Security,,0.15,11/21/2022 0:00,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,481,Series F,12/13/2022 20:08,United States,Unknown,,,,,
GloriFi,Dallas,Finance,,1,11/21/2022 0:00,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,,Unknown,11/25/2022 4:08,United States,Unknown,,,,,
Carvana,Phoenix,Transportation,1500,0.08,11/18/2022 0:00,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600,Post-IPO,11/18/2022 21:34,United States,Unknown,,,,,
Nuro,SF Bay Area,Transportation,300,0.2,11/18/2022 0:00,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100,Series D,11/18/2022 21:35,United States,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0,,,,,
Synthego,SF Bay Area,Healthcare,105,0.2,11/18/2022 0:00,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,459,Series E,11/29/2022 4:18,United States,Unknown,,,,,
Capitolis,New York City,Finance,,0.25,11/18/2022 0:00,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,281,Series D,12/15/2022 2:14,United States,Unknown,,,,,
Metaplex,Chicago,Crypto,,,11/18/2022 0:00,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,,Unknown,11/20/2022 0:01,United States,Unknown,,,,,
StoryBlocks,Washington D.C.,Media,,0.25,11/18/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,18,Acquired,11/19/2022 23:57,United States,Unknown,,,,,
Unchained Capital,Austin,Crypto,,0.15,11/18/2022 0:00,https://unchained.com/blog/update-from-our-ceo/,33,Series A,1/24/2023 5:21,United States,Unknown,,,,,
Roku,SF Bay Area,Media,200,0.07,11/17/2022 0:00,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208,Post-IPO,11/17/2022 17:12,United States,Unknown,,,,,
Orchard,New York City,Real Estate,180,,11/17/2022 0:00,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,472,Series D,11/18/2022 5:15,United States,Unknown,,,,,
Homepoint,Phoenix,Real Estate,113,,11/17/2022 0:00,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,,Post-IPO,11/19/2022 23:33,United States,Unknown,,,,,
Chili Piper,New York City,Sales,58,,11/17/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,54,Series B,11/17/2022 21:34,United States,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0,,,,,
Capitolis,New York City,Finance,37,0.25,11/17/2022 0:00,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,281,Series D,11/18/2022 5:18,United States,Unknown,,,,,
Kandji,San Diego,Other,,0.17,11/17/2022 0:00,Internal memo,188,Series C,11/19/2022 23:51,United States,Unknown,,,,,
Morning Brew,New York City,Media,,0.14,11/17/2022 0:00,https://twitter.com/maxwelltani/status/1593236660627861504,,Acquired,11/19/2022 23:32,United States,Unknown,,,,,
Amazon,Seattle,Retail,10000,0.03,11/16/2022 0:00,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,108,Post-IPO,11/16/2022 17:40,United States,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0,,,,,
Cisco,SF Bay Area,Infrastructure,4100,0.05,11/16/2022 0:00,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,2,Post-IPO,11/17/2022 17:15,United States,Unknown,,,,,
SimilarWeb,New York City,Other,120,0.1,11/16/2022 0:00,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,235,Post-IPO,11/17/2022 4:16,United States,Unknown,,,,,
Salsify,Boston,Retail,90,0.11,11/16/2022 0:00,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,452,Series F,11/17/2022 0:32,United States,Unknown,,,,,
Lokalise,Dover,Other,76,0.23,11/16/2022 0:00,https://lokalise.com/blog/changes-at-lokalise/,56,Series B,11/17/2022 4:19,United States,Unknown,,,,,
Yotpo,New York City,Marketing,70,0.09,11/16/2022 0:00,https://www.calcalistech.com/ctechnews/article/hy00chefus,436,Unknown,11/17/2022 17:19,United States,Unknown,,,,,
Pear Therapeutics,Boston,Healthcare,59,0.22,11/16/2022 0:00,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,409,Post-IPO,12-11-2022 06:17,United States,Unknown,,,,,
Homeward,Austin,Real Estate,,0.25,11/16/2022 0:00,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,501,Unknown,11/19/2022 23:55,United States,Unknown,,,,,
Kite,SF Bay Area,Product,,1,11/16/2022 0:00,https://www.kite.com/blog/product/kite-is-saying-farewell/,21,Series A,11/25/2022 4:06,United States,Unknown,,,,,
UiPath,New York City,Data,241,0.06,11/15/2022 0:00,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2000,Post-IPO,11/17/2022 0:00,United States,Unknown,,,,,
Asana,SF Bay Area,Other,180,0.09,11/15/2022 0:00,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,453,Post-IPO,11/15/2022 16:36,United States,Unknown,,,,,
OwnBackup,New York City,Security,170,0.17,11/15/2022 0:00,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,507,Series E,11/17/2022 0:15,United States,Unknown,,,,,
Productboard,SF Bay Area,Product,100,0.2,11/15/2022 0:00,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,,Series D,11/17/2022 0:25,United States,Unknown,,,,,
Protocol,SF Bay Area,Media,60,1,11/15/2022 0:00,https://www.cnn.com/2022/11/15/media/protocol/index.html,,Acquired,11/15/2022 18:19,United States,Unknown,,,,,
The Zebra,Austin,Finance,50,,11/15/2022 0:00,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,256,Series D,11/17/2022 0:19,United States,Unknown,,,,,
CaptivateIQ,SF Bay Area,Sales,31,0.1,11/15/2022 0:00,Internal memo,164,Series C,11/17/2022 0:40,United States,Unknown,,,,,
Nirvana Money,Miami,Finance,,1,11/15/2022 0:00,https://twitter.com/_Liso_/status/1592561040898019328,,Unknown,11/16/2022 0:08,United States,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0,,,,,
OfferUp,Seattle,Retail,,0.19,11/15/2022 0:00,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,381,Unknown,11/17/2022 0:19,United States,Unknown,,,,,
Outside,Boulder,Media,,0.12,11/15/2022 0:00,https://www.crunchbase.com/organization/pocket-outdoor-media,174,Series B,11/17/2022 4:41,United States,Unknown,,,,,
Rubicon Technologies,Lexington,Other,,0.11,11/15/2022 0:00,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,382,Post-IPO,11/19/2022 23:30,United States,Unknown,,,,,
Illumina,San Diego,Healthcare,500,0.05,11/14/2022 0:00,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,28,Post-IPO,11/17/2022 0:51,United States,Unknown,,,,,
Sema4,Stamford,Healthcare,500,,11/14/2022 0:00,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,791,Post-IPO,11/14/2022 17:34,United States,Unknown,,,,,
